host;public_ip;status;attempts;city;region;country;location;organization;postal;timezone;latency (ms);date
cadenadial.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:03
cadenaser.com;2.21.39.14;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28052;Europe/Madrid;3.47;25-04-2023 01:22:03
caixabank.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:03
caixabank.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:03
callstats.io;104.22.64.205;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.95;25-04-2023 01:22:04
canalextremadura.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:04
canalsur.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:04
carbonads.net;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:04
care2.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:04
caringbridge.org;108.157.109.87;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.72;25-04-2023 01:22:04
casadellibro.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:04
casalemedia.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:04
cashconverters.es;108.157.98.116;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.24;25-04-2023 01:22:05
cashparking.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:05
ccma.cat;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:05
c-date.es;93.104.242.20;OK;1;Thannhausen;Bavaria;DE;48.2833,10.4692;AS8767 M-net Telekommunikations GmbH;86470;Europe/Berlin;34.3;25-04-2023 01:22:05
cdkeys.com;104.26.14.122;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.75;25-04-2023 01:22:06
cecabank.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:06
cherryroad.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:06
chinafm.es;217.13.94.225;OK;1;Valencia;Valencia;ES;39.4697,-0.3774;AS25487 Digital Value SL;46001;Europe/Madrid;12.4;25-04-2023 01:22:07
cinesa.es;104.18.27.207;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.19;25-04-2023 01:22:07
clarin.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:07
classmates.com;104.18.24.23;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.97;25-04-2023 01:22:07
cliver.tv;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:07
cloob.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:07
cnnespanol.go-vip.net;192.0.66.142;OK;1;San Francisco;California;US;37.7509,-122.4153;AS2635 Automattic, Inc;94110;America/Los_Angeles;3.59;25-04-2023 01:22:08
coches.net;54.192.95.85;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.32;25-04-2023 01:22:08
comercios.ceca.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:08
comlaude.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:08
constantcontact.com;208.75.122.14;OK;1;Boston;Massachusetts;US;42.3584,-71.0598;AS40444 Constant Contact, Inc;2108;America/New_York;105;25-04-2023 01:22:09
cootlogix.com;34.117.168.233;OK;1;Kansas City;Missouri;US;39.0997,-94.5786;AS396982 Google LLC;64106;America/Chicago;3.66;25-04-2023 01:22:09
cope.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:10
couchsurfing.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:10
crashlytics.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:10
criteo.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:10
crtvg.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:10
cuatro.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:10
dailymotion.com;195.8.215.136;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS41690 Dailymotion S.A.;75000;Europe/Paris;22.2;25-04-2023 01:22:11
db.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:11
dbonline.deutsche-bank.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:11
deezer.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:11
icio.us;107.181.87.5;OK;1;Rancho Cordova;California;US;38.5891,-121.3027;AS55106 Datacate Inc.;95741;America/Los_Angeles;157;25-04-2023 01:22:11
deliveroo.es;104.18.27.160;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.14;25-04-2023 01:22:12
delivery.karmabu.cdn.orange.com;90.84.143.149;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS5511 Orange S.A.;28001;Europe/Madrid;3.12;25-04-2023 01:22:12
deloitte.com;170.194.156.208;OK;2;Washington;Washington, D.C.;US;38.8951,-77.0364;AS26342 Deloitte Touche Tohmatsu Services, Inc.;20004;America/New_York;107;25-04-2023 01:22:13
deviantart.com;108.157.98.61;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.61;25-04-2023 01:22:13
diasp.org;170.39.215.215;OK;1;Bend;Oregon;US;44.0582,-121.3153;AS397423 Tier.Net Technologies LLC;97708;America/Los_Angeles;168;25-04-2023 01:22:14
disneyplus.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:14
divinity.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:14
divxtotal.com;172.67.220.18;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.87;25-04-2023 01:22:14
divxtotal3.net;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:15
dixmax.com;188.114.96.5;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.50;25-04-2023 01:22:15
dl.cube.lodz.karma.orange.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:15
dominospizza.es;194.224.110.10;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;28001;Europe/Madrid;4.65;25-04-2023 01:22:15
part-0015.t-0009.fdv2-t-msedge.net;13.107.237.43;OK;1;Redmond;Washington;US;47.6740,-122.1215;AS8075 Microsoft Corporation;98052;America/Los_Angeles;2.83;25-04-2023 01:22:16
doubleclick.com;142.250.200.142;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;2.43;25-04-2023 01:22:16
doubleclick.net;142.250.184.174;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;2.84;25-04-2023 01:22:17
dribbble.com;192.229.220.206;OK;1;Sofia;Sofia-Capital;BG;42.6975,23.3241;AS15133 Edgecast Inc.;1000;Europe/Sofia;2.80;25-04-2023 01:22:17
dropbox.com;162.125.248.18;OK;1;San Francisco;California;US;37.7621,-122.3971;AS19679 Dropbox, Inc.;94107;America/Los_Angeles;3.75;25-04-2023 01:22:18
ds-hostingsolutions.net;15.197.172.60;OK;1;Seattle;Washington;US;47.6339,-122.3476;AS16509 Amazon.com, Inc.;98109;America/Los_Angeles;24.5;25-04-2023 01:22:18
dwolla.com;104.16.77.153;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.84;25-04-2023 01:22:18
ebay.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:19
ebay.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:19
ebnbanco.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:19
edarling.es;104.18.31.109;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.85;25-04-2023 01:22:19
edreams.es;35.246.196.126;OK;1;Frankfurt am Main;Hesse;DE;50.1155,8.6842;AS396982 Google LLC;60306;Europe/Berlin;32.1;25-04-2023 01:22:19
ehu.eus;158.227.0.65;OK;1;Bilbao;Basque Country;ES;43.2627,-2.9253;AS15488 Universidad del Pais Vasco - Euskal Herriko Unibertsitatea;48001;Europe/Madrid;13.7;25-04-2023 01:22:20
eitb.eus;151.101.130.133;OK;1;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;3.06;25-04-2023 01:22:20
elcomercio.pe;92.123.238.210;OK;1;Paris;Île-de-France;FR;48.8563,2.3453;AS20940 Akamai International B.V.;75001;Europe/Paris;24.3;25-04-2023 01:22:21
elconfidencial.com;107.154.106.101;OK;1;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;99.0;25-04-2023 01:22:21
elcorteingles.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:21
eldiario.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:22
eleconomista.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:22
elespanol.com;54.192.95.3;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.60;25-04-2023 01:22:22
elespectador.com;2.22.245.73;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28052;Europe/Madrid;3.68;25-04-2023 01:22:22
elitetorrent.biz;50.28.56.190;OK;1;Lansing;Michigan;US;42.7325,-84.5555;AS32244 Liquid Web, L.L.C;48901;America/Detroit;106;25-04-2023 01:22:23
elmundo.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:23
elpais.com;2.21.39.10;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28052;Europe/Madrid;3.04;25-04-2023 01:22:23
elperiodico.com;195.76.147.109;OK;3;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;28002;Europe/Madrid;4.98;25-04-2023 01:22:24
eltenedor.es;151.101.130.133;OK;1;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;3.15;25-04-2023 01:22:25
eltiempo.com;45.60.121.135;OK;1;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;104;25-04-2023 01:22:25
eltiempo.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:25
wx.mail.qq.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:26
energytv.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:26
enom.com;199.16.172.29;OK;1;San Antonio;Texas;US;29.4241,-98.4936;AS2635 Automattic, Inc;78205;America/Chicago;3.09;25-04-2023 01:22:26
entradas.com;184.84.19.134;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28052;Europe/Madrid;2.75;25-04-2023 01:22:27
epicgames.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:27
e11956.x.akamaiedge.net;184.84.18.212;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28052;Europe/Madrid;2.45;25-04-2023 01:22:27
j.sni.global.fastly.net;151.101.134.132;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;3.12;25-04-2023 01:22:28
es.hboespana.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:28
s3-website.us-east-1.amazonaws.com;52.217.164.245;OK;1;Ashburn;Virginia;US;39.0437,-77.4875;AS16509 Amazon.com, Inc.;20147;America/New_York;77.3;25-04-2023 01:22:28
f2.shared.global.fastly.net;151.101.134.2;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;3.00;25-04-2023 01:22:28
pop-lva1-lx.mix.linkedin.com;144.2.12.25;OK;1;Washington;Washington, D.C.;US;38.8951,-77.0364;AS14413 LinkedIn Corporation;20004;America/New_York;95.7;25-04-2023 01:22:29
es.mail.yahoo.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:29
cs431.wpc.chicdn.net;68.232.34.226;OK;2;Culver City;California;US;33.9728,-118.4276;AS15133 Edgecast Inc.;90094;America/Los_Angeles;2.20;25-04-2023 01:22:30
d291e33ne127py.cloudfront.net;18.154.41.27;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.91;25-04-2023 01:22:31
es.sitew.com;178.32.55.155;OK;1;Lille;Hauts-de-France;FR;50.6330,3.0586;AS16276 OVH SAS;59000;Europe/Paris;21.9;25-04-2023 01:22:31
scribd.map.fastly.net;151.101.134.152;OK;2;Madrid;Madrid;ES;40.4165,-3.7026;AS54113 Fastly, Inc.;28001;Europe/Madrid;3.26;25-04-2023 01:22:32
www.wallapop.com;18.154.22.118;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.64;25-04-2023 01:22:32
es.webs.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:33
es.wix.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:33
lb.wordpress.com;192.0.78.13;OK;1;San Francisco;California;US;37.7509,-122.4153;AS2635 Automattic, Inc;94110;America/Los_Angeles;2.82;25-04-2023 01:22:33
es.worldline.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:33
fp-ycpi.g03.yahoodns.net;77.238.180.11;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS203070 Yahoo! UK Services Limited;75000;Europe/Paris;21.0;25-04-2023 01:22:34
esdemarca.com;35.186.206.21;OK;1;Kansas City;Missouri;US;39.0997,-94.5786;AS15169 Google LLC;64106;America/Chicago;2.70;25-04-2023 01:22:34
eset.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:35
esnoticia.net;104.21.36.33;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.24;25-04-2023 01:22:35
europafm.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:35
eurosport.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:35
everis.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:35
evobanco.com;45.60.124.20;OK;1;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;3.76;25-04-2023 01:22:36
expansion.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:36
expedia.es;104.83.99.96;OK;1;Milan;Lombardy;IT;45.4643,9.1895;AS16625 Akamai Technologies, Inc.;20121;Europe/Rome;31.1;25-04-2023 01:22:36
ey.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:36
eyeem.com;18.154.22.115;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.25;25-04-2023 01:22:36
facebook.com;185.60.219.35;OK;1;Paris;Île-de-France;FR;48.8534,2.3488;AS32934 Facebook, Inc.;75000;Europe/Paris;22.9;25-04-2023 01:22:37
factoriadeficcion.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:37
factoriadigital.com;213.162.197.201;OK;1;Valencia;Valencia;ES;39.4697,-0.3774;AS13287 FALBOX S.L. trading as NIXVAL;46001;Europe/Madrid;7.52;25-04-2023 01:22:37
fastly.net;151.101.65.6;OK;2;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;3.02;25-04-2023 01:22:38
fedex.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:38
feverup.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:38
fiba.basketball;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:38
filmaffinity.com;104.26.1.27;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.58;25-04-2023 01:22:38
filmin.es;104.18.19.203;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.81;25-04-2023 01:22:39
fireeye.com;162.159.246.125;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;22.7;25-04-2023 01:22:39
fishbowl.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:39
flickr.com;13.32.128.130;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.13;25-04-2023 01:22:40
flixster.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:40
fnac.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:40
forocoches.com;104.22.3.210;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.95;25-04-2023 01:22:40
fotki.com;185.12.236.31;OK;2;Tallinn;Harjumaa;EE;59.4370,24.7535;AS39823 Compic OU;10111;Europe/Tallinn;72.0;25-04-2023 01:22:41
fotocasa.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:41
redirect.lb.ccmbg.net;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:42
freeddns.noip.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:42
freedompop.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:42
fuegodevida.com;164.132.73.177;OK;1;Lille;Hauts-de-France;FR;50.6330,3.0586;AS16276 OVH SAS;59000;Europe/Paris;21.1;25-04-2023 01:22:42
funnyordie.com;192.0.78.199;OK;1;San Francisco;California;US;37.7509,-122.4153;AS2635 Automattic, Inc;94110;America/Los_Angeles;3.39;25-04-2023 01:22:42
g2a.com;104.22.63.240;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;2.83;25-04-2023 01:22:43
gaiaonline.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:43
game.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:43
gamovideo.com;172.67.172.75;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.25;25-04-2023 01:22:43
geni.com;107.154.110.111;OK;2;Redwood City;California;US;37.5331,-122.2486;AS19551 Incapsula Inc;94065;America/Los_Angeles;98.5;25-04-2023 01:22:44
ginos.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:44
global.abb;151.101.3.10;OK;1;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;3.05;25-04-2023 01:22:44
gmail.com;142.250.200.69;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.47;25-04-2023 01:22:45
gmx.com;82.165.229.87;OK;1;Karlsruhe;Baden-Wurttemberg;DE;49.0094,8.4044;AS8560 IONOS SE;76133;Europe/Berlin;34.2;25-04-2023 01:22:45
gnula.nu;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:45
gnula.se;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:45
d4m276jz6gztw.cloudfront.net;108.157.109.80;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;3.59;25-04-2023 01:22:46
goal.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:46
goltelevision.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:46
goodreads.com;54.239.26.220;OK;3;Ashburn;Virginia;US;39.0437,-77.4875;AS16509 Amazon.com, Inc.;20147;America/New_York;83.6;25-04-2023 01:22:47
google.com;142.250.200.110;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.96;25-04-2023 01:22:47
google.es;142.250.178.163;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.98;25-04-2023 01:22:47
googleadservices.com;216.58.215.130;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS15169 Google LLC;28001;Europe/Madrid;3.35;25-04-2023 01:22:48
google-public-dns-a.google.com;8.8.8.8;OK;1;Mountain View;California;US;37.4056,-122.0775;AS15169 Google LLC;94043;America/Los_Angeles;3.82;25-04-2023 01:22:48
habbo.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:48
halifax.co.uk;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:48
hbbtv.org;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:48
hi5.com;135.84.35.167;OK;1;San Francisco;California;US;37.7749,-122.4194;AS36080 IFWE INC;94102;America/Los_Angeles;147;25-04-2023 01:22:49
hitfm.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:49
hola.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:49
e7173.a.akamaiedge.net;23.74.93.231;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16625 Akamai Technologies, Inc.;28052;Europe/Madrid;3.52;25-04-2023 01:22:49
a1817.dscd.akamai.net;184.28.177.36;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS20940 Akamai International B.V.;28052;Europe/Madrid;4.25;25-04-2023 01:22:50
hosteurope.es;192.124.249.102;OK;1;Menifee;California;US;33.7283,-117.1464;AS30148 Sucuri;92584;America/Los_Angeles;28.7;25-04-2023 01:22:51
hostgator.com;104.18.1.71;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.23;25-04-2023 01:22:51
hostinet.com;194.116.147.41;OK;1;Bilbao;Basque Country;ES;43.2627,-2.9253;AS56732 hostinet AS;48001;Europe/Madrid;10.8;25-04-2023 01:22:51
hotmail.com;204.79.197.212;OK;1;Redmond;Washington;US;47.6740,-122.1215;AS8068 Microsoft Corporation;98052;America/Los_Angeles;2.78;25-04-2023 01:22:52
hsbc.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:52
hyvesgames.nl;104.21.24.3;OK;1;San Francisco;California;US;37.7621,-122.3971;AS13335 Cloudflare, Inc.;94107;America/Los_Angeles;3.36;25-04-2023 01:22:52
ibercaja.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:52
icbc.lu;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:52
icheckmovies.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:52
icloud.com;17.253.144.10;OK;1;Cupertino;California;US;37.3230,-122.0322;AS714 Apple Inc.;95014;America/Los_Angeles;24.2;25-04-2023 01:22:53
icontact.com;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:53
idealista.com;199.232.194.137;OK;2;San Francisco;California;US;37.7621,-122.3971;AS54113 Fastly, Inc.;94107;America/Los_Angeles;2.82;25-04-2023 01:22:53
imqq.com;N/A;KO;3;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:54
indra.es;N/A;N/A;0;N/A;N/A;N/A;0.0,0.0;N/A;0;N/A;0.0;25-04-2023 01:22:54
infojobs.net;18.67.240.13;OK;1;Madrid;Madrid;ES;40.4165,-3.7026;AS16509 Amazon.com, Inc.;28001;Europe/Madrid;2.48;25-04-2023 01:22:54
